,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580148,0,580176,0/10,0,0,1,0.99,0.1,10,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580232,0,580257,0/10,0,0,1,0.99,0.1,10,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580232,0,580261,0/10,0,0,1,0.99,0.1,10,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580143,0,580169,0/10,0,0,10000,0.999999,0.1,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580245,0,580273,0/10,0,0,1,0.99,0.1,10,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580074,0,580102,0/10,0,0,1,0.99,0.1,10,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580141,0,580170,0/10,0,0,1,0.99,0.1,10,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580091,0,580116,0/10,0,0,1,0.99,0.1,10,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580188,0,580217,0/10,0,0,1,0.99,0.1,10,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580216,0,580244,0/10,0,0,1,0.99,0.1,10,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580339,0,580367,0/10,0,0,10000,0.999999,0.1,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580161,0,580186,0/10,0,0,1,0.99,0.1,10,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580291,0,580319,0/10,0,0,1,0.99,0.1,10,50000,10000,10
